sentence,difficulty
"L'auteur évoque l'insouciance des journées passées avec la panse pleine et sa conviction, acquise dans le monde du vagabondage, que le travail régulier, dégradant, ne fera plus jamais partie de son mode de vie.",C2
"Elle mit vivement son chapeau à plumes, sa cape et elle partit en silence sans ajouter le moindre mot.",B2
"Contre le mur, il y a une grande affiche",A1
"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2
"Elle signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2
"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1
"En 2019, le taux d'imposition de l'énergie était de 335 francs par tonne d'équivalent pétrole (TEP), une unité de mesure qui permet de comparer entre eux les différents agents énergétiques.",C1
La situation est plus complexe pour les parents divorcés ou séparés,B2
Je me sens très bien dans ma nouvelle maison !,A2
"Au Québec on ne discute pas, on jase",C1
"Oui, elle est grande. Mais le lit est petit.",A1
Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
"Ma chère Anne, je n'ai pas trouvè le mari vraiment charmante non plus.",B1
Les habitants seraient très choqués d'apprendre l'interdiction des voitures en centre-ville.,B2
Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2
"Et la Bretagne offre cette respiration, parce que chez nous, le luxe c'est l'espace.",B1
Il accepte de le cacher dans sa poitrine.,A2
"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de téléphonie Internet, l'Italie a souligné son désaccord avec une telle politique.",C1
J'ai lu et bien compris l'histoire.,A2
Ce spectacle est très amusant.,A1
"Pour les femmes surtout, nuancent Régine Lemoine-Darthois et Elisabeth Weissman.",C1
L'école n'a plus la même fonction qu'hier parce que le monde a changé.,A2
"Ils se disent prêts à quitter travail et confort, à s'éloigner de leurs amis, à ""gagner moins pour vivre mieux"".",A2
"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille",C1
"Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",B1
Je suis d'accord.,A1
"Cette femme, malgré sa situation désavantageuse, avait montré, dans plusieurs occasions, un caractère distingué.",B2
Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2
"Aux premiers abords, cette race peut se méfier des étrangers, mais est facilement docile avec son maître.",B2
"Aujourd'hui, avec mes parents et ma soeur nous partons en voyage.",A1
L'exploitation est la plupart du temps confiée à des sociétés privées européennes ou asiatiques.,B2
Enfin j'entendis sonner l'heure à laquelle je devais me rendre chez le comte.,C2
"Quand il ne fait pas beau, j'y vais en bus",A1
Je veux espérer qu'il n'a pas vu l'affiche !,A2
Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1
Et puis après quelques jours tout était plus facile.,B1
Je vais prendre la tarte tatin.,A1
Je te propose un rendez-vous à 20 heures au bar,A2
Le temps des hommes s'articule autour de ce jour chômé.,C2
"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1
"Malgré le danger, il a gardé la tête froide durant cette expérience.",B2
"Craignant la défaite électorale, Trump dégobille allègrement sur le système électoral, parle de fraude et d'irrégularités, comme si elles étaient monnaie courante.",C2
"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2
Je vais à l'école pendant la journée.,A2
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2
"Son inégale diffusion dans l'espace, son intensité variable commandent les transformations démographiques et sociales des populations et modifient a terme les paysages géographiques.",C1
"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2
Nous sommes dans un monde globalement mieux nourri.,B2
"A côté des progrès récents dans le domaine des biothérapies, la modulation nutritionnelle de l'inflammation intestinale offre des possibilités thérapeutiques simples, et sûres.",C2
"Elle était très religieuse, parce que la religion condamnait rigoureusement son genre de vie.",B2
Je fais mon exposé devant toute la classe.,A1
"Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer auprès de M. Barrault pendant qu'ils jouaient aux barres.",C1
"Vivement que tout soit fini, que le village redevienne ce qu'il était.",A2
"Au café, le patron allume la télé à l'heure de l'émission : Les clients la regardent, chacun y va de son commentaire.",A2
"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1
"L'entreprise déclarait en 2004 vouloir développer un système de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution significative du coût par kilogramme en orbite.",C1
Comment peut-on aimer l'école ?,A2
"On ouvrit la porte et les deux jeunes femmes parurent, suivies d'un maître d'hôtel, voilées, cachées, discrètes, avec cette allure de mystère charmant qu'elles prennent en ces endroits où les voisinages et les rencontres sont suspects.",C2
"Il la sentait contre lui, si près, enfermée avec lui dans cette boîte noire, qu'éclairaient brusquement, pendant un instant, les becs de gaz des trottoirs.",C2
La Fête du Travail en France est célébrée le premier mai comme c'est le cas dans de nombreux pays du monde.,A2
Séverine est arrivée après une annonce que ma fille a faite.,A1
"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1
Un débat public et démocratique est donc nécessaire!,C1
"Premièrement, les agences réglementaires nationales exigent un nombre de patients testés toujours plus grand.",B2
"Ainsi, le portable permet de se tolérer mutuellement.",B2
"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ça a libéré ma ligne , déclare-t-elle.",B2
"Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu, ni comment y entrer).",B1
"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2
Ces aventuriers sont des têtes brûlées.,C1
A cela s'ajoute la diminution de l'activité physique.,B2
J'ai 18 ans.,A1
"""80% du travail du robot a été fait"", avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée.",B1
Il veut tout manger.,A2
Il était urgent qu'il changeât ses essuie-glaces.,C2
"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1
"répétait Fabrice, il est donc criminel de vouloir défendre la patrie ?",B2
"Si de la pluie tombe alors qu'il y a du soleil, vous pourrez sans doute observer un arc-en-ciel",B1
"Devenus protocole et politesses rituelles, les mots d'amour glissaient sur la toile cirée de l'habitude.",C1
Parlez-moi d'une journée habituelle.,A1
"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1
Claire suit un cours intensif d'espagnol dont elle est contente.,B2
Voyager c'est bien mais voyager responsable c'est encore mieux !,B1
"Notre garçon de sept ans, et nos jumelles de quatre ans se lèvent quand ils veulent, mais pas plus tard que dix heures.",A2
"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1
"La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances",C2
"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore.",C2
"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1
"Si tu veux, tu peux arriver tôt.",A1
Il parle italien et anglais,A1
"Merci Marco, c'est très gentil !",A1
Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1
"Comme mon père va avoir 50 ans, on lui organise un anniversaire surprise.",A2
Tu viens en vacances au ski avec nous cet hivers,A1
Ne regardez pas le livre.,A1
Nous commençons un nouveau cours,A1
Ce que la porte était bien incapable de faire!,B1
Tout le contraire de moi.,A2
C'est ça la vraie question.,A1
"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, n'est-ce pas?",A1
"Attentif aux évolutions de long cours, Pierre Bréchon, professeur à l'IEP de Grenoble, voit se dessiner le visage d'une société d'individualisation, qu'il distingue d'une société d'invidualisme.",C1
"Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou, mieux encore, sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, tout vert et desséché dans ma caisse disjointe , et elle me trouveront moins succulent alors, et bien fait pour elles, et je m'en régale déjà.",C2
On peut faire une classe inversée.,C2
J'ai mis tout ce que j'avais dans ce projet.,A2
Je viendrai dîner avec mon amie.,A1
"Lorsque l'on examine l'origine de coûts, on voit entre autres que la part des coûts des moyens de transport dans le transport routier et le transport aérien est nettement plus élevée que celle des coûts d'infrastructure, alors que ces derniers sont comparativement beaucoup plus importants dans le transport ferroviaire.",C1
"Si j'ai le temps, je te promets que je viendrai avec toi au théâtre",B1
J'ai réservé pour deux nuits.,A1
Ils sont arrivés samedi matin et ils ont visité la ville toute la journée,A1
Elle travaille actuellement à une grille d'évaluation pour auditer la trentaine de structures qui frappent à sa porte.,C1
"Dans un nouveau projet de loi, le premier ministre Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant que le verdict final de la justice ne soit rendu.",C1
Changer de vie.,A1
"Ce n'était pas très intéréssant, nous sommes partis au bout d'une heure.",A2
"L'armée, qui conteste le résultat des élections de novembre remportées massivement par le parti d'Aung San Suu Kyi, a promis la tenue d'un nouveau scrutin.",C1
